q_id,q_name,p_id,p_name,p_value,p_value_type
Q878,United Arab Emirates,P6,head of government,Mohammed bin Rashid Al Maktoum,wikibase-item
Q878,United Arab Emirates,P30,continent,Asia,wikibase-item
Q878,United Arab Emirates,P31,instance of,sovereign state,wikibase-item
Q878,United Arab Emirates,P122,basic form of government,federal monarchy,wikibase-item
Q878,United Arab Emirates,P421,located in time zone,UTC+04:00,wikibase-item
Q878,United Arab Emirates,P474,country calling code,+971,string
Q878,United Arab Emirates,P85,anthem,Ishy Bilady,wikibase-item
Q878,United Arab Emirates,P163,flag,flag of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P910,topic's main category,Category:United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P237,coat of arms,Emblem of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P17,country,United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P1465,category for people who died here,Category:Deaths in the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P1464,category for people born here,Category:Births in the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P1740,category for films shot at this location,Category:Films shot in the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P1792,category of associated people,Category:Emirati people,wikibase-item
Q878,United Arab Emirates,P1082,population,89608.0,quantity
Q878,United Arab Emirates,P530,diplomatic relation,Canada,wikibase-item
Q878,United Arab Emirates,P2184,history of topic,history of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P898,IPA transcription,dɪ fɔ'ɾeːntə ɑ'ɾɑːbɪskə ɛmɪ'ɾɑːtəɾ,string
Q878,United Arab Emirates,P2258,mobile country code,424,string
Q878,United Arab Emirates,P610,highest point,Jebel Jais,wikibase-item
Q878,United Arab Emirates,P1589,lowest point,Persian Gulf,wikibase-item
Q878,United Arab Emirates,P1622,driving side,right,wikibase-item
Q878,United Arab Emirates,P2633,geography of topic,geography of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P1198,unemployment rate,4.0,quantity
Q878,United Arab Emirates,P2884,mains voltage,220.0,quantity
Q878,United Arab Emirates,P2853,electrical plug type,Europlug,wikibase-item
Q878,United Arab Emirates,P2852,emergency phone number,112,wikibase-item
Q878,United Arab Emirates,P3238,trunk prefix,0,string
Q878,United Arab Emirates,P3000,marriageable age,18.0,quantity
Q878,United Arab Emirates,P2046,area,83600.0,quantity
Q878,United Arab Emirates,P1151,topic's main Wikimedia portal,Portal:United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P1313,office held by head of government,Prime Minister of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P361,part of,Middle East,wikibase-item
Q878,United Arab Emirates,P194,legislative body,Federal Supreme Council,wikibase-item
Q878,United Arab Emirates,P395,licence plate code,UAE,string
Q878,United Arab Emirates,P3001,retirement age,65.0,quantity
Q878,United Arab Emirates,P1906,office held by head of state,President of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P1552,has characteristic,not-free country,wikibase-item
Q878,United Arab Emirates,P935,Commons gallery,الإمارات العربية المتحدة / United Arab Emirates,string
Q878,United Arab Emirates,P4841,total fertility rate,2.766,quantity
Q878,United Arab Emirates,P2979,maritime identification digits,470,string
Q878,United Arab Emirates,P5125,Wikimedia outline,outline of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P1365,replaces,Trucial States,wikibase-item
Q878,United Arab Emirates,P487,Unicode character,🇦🇪,string
Q878,United Arab Emirates,P2250,life expectancy,73.987,quantity
Q878,United Arab Emirates,P1304,central bank,Central Bank of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P2936,language used,Gulf Arabic,wikibase-item
Q878,United Arab Emirates,P6897,literacy rate,93.0,quantity
Q878,United Arab Emirates,P3067,GS1 country code,629,string
Q878,United Arab Emirates,P2596,culture,culture of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P7867,category for maps,Category:Maps of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P2855,VAT rate,5.0,quantity
Q878,United Arab Emirates,P206,located in or next to body of water,Persian Gulf,wikibase-item
Q878,United Arab Emirates,P8402,open data portal,bayanat.ae,wikibase-item
Q878,United Arab Emirates,P8477,BTI Status Index,5.03,quantity
Q878,United Arab Emirates,P8476,BTI Governance Index,4.2,quantity
Q878,United Arab Emirates,P8744,economy of topic,economy of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P9241,demographics of topic,demographics of the United Arab Emirates,wikibase-item
Q878,United Arab Emirates,P3075,official religion,Islam,wikibase-item
Q878,United Arab Emirates,P8328,Democracy Index,2.7,quantity
Q878,United Arab Emirates,P1081,Human Development Index,0.728,quantity
Q878,United Arab Emirates,P2572,hashtag,UnitedArabEmirates,string
Q878,United Arab Emirates,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q878,United Arab Emirates,P1343,described by source,Armenian Soviet Encyclopedia,wikibase-item
Q878,United Arab Emirates,P11547,Happy Planet Index score,34.3,quantity
Q878,United Arab Emirates,P1125,Gini coefficient,26.0,quantity
Q878,United Arab Emirates,P3864,suicide rate,5.2,quantity
Q878,United Arab Emirates,P8687,social media followers,81817.0,quantity
Q878,United Arab Emirates,P973,described at URL,http://68k.news/index.php?section=nation&loc=AE&lang=AR,url
Q878,United Arab Emirates,P2131,nominal GDP,415021590688.0,quantity
Q883,Novosibirsk,P190,twinned administrative body,Sapporo,wikibase-item
Q883,Novosibirsk,P17,country,Russia,wikibase-item
Q883,Novosibirsk,P31,instance of,big city,wikibase-item
Q883,Novosibirsk,P373,Commons category,Novosibirsk,string
Q883,Novosibirsk,P281,postal code,630000,string
Q883,Novosibirsk,P421,located in time zone,UTC+07:00,wikibase-item
Q883,Novosibirsk,P473,local dialing code,383,string
Q883,Novosibirsk,P131,located in the administrative territorial entity,Novosibirsk Oblast,wikibase-item
Q883,Novosibirsk,P910,topic's main category,Category:Novosibirsk,wikibase-item
Q883,Novosibirsk,P150,contains the administrative territorial entity,"Dzerzhinsky City District, Novosibirsk",wikibase-item
Q883,Novosibirsk,P6,head of government,Anatoly Lokot,wikibase-item
Q883,Novosibirsk,P1464,category for people born here,Category:Births in Novosibirsk,wikibase-item
Q883,Novosibirsk,P1465,category for people who died here,Category:Deaths in Novosibirsk,wikibase-item
Q883,Novosibirsk,P1792,category of associated people,Category:People from Novosibirsk,wikibase-item
Q883,Novosibirsk,P1376,capital of,Novosibirsk Oblast,wikibase-item
Q883,Novosibirsk,P1082,population,1584138.0,quantity
Q883,Novosibirsk,P2046,area,505.6,quantity
Q883,Novosibirsk,P2044,elevation above sea level,150.0,quantity
Q883,Novosibirsk,P1791,category of people buried here,Category:Burials in Novosibirsk by place,wikibase-item
Q883,Novosibirsk,P206,located in or next to body of water,Ob,wikibase-item
Q883,Novosibirsk,P898,IPA transcription,[nəvəsʲɪˈbʲirsk],string
Q883,Novosibirsk,P1343,described by source,New Encyclopedic Dictionary,wikibase-item
Q883,Novosibirsk,P7867,category for maps,Category:Maps of Novosibirsk,wikibase-item
Q883,Novosibirsk,P1889,different from,New Siberia,wikibase-item
Q883,Novosibirsk,P163,flag,flag of Novosibirsk,wikibase-item
Q883,Novosibirsk,P30,continent,Asia,wikibase-item
Q883,Novosibirsk,P8744,economy of topic,economy of Novosibirsk,wikibase-item
Q883,Novosibirsk,P166,award received,Order of Lenin,wikibase-item
Q883,Novosibirsk,P8989,category for the view of the item,Category:Views of Novosibirsk,wikibase-item
Q883,Novosibirsk,P1151,topic's main Wikimedia portal,Q15667589,wikibase-item
Q883,Novosibirsk,P47,shares border with,Novosibirsky District,wikibase-item
Q883,Novosibirsk,P10280,category for honorary citizens of entity,Q7981282,wikibase-item
Q883,Novosibirsk,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q891,Nizhny Novgorod,P1456,list of monuments,list of cultural heritage monuments in Nizhny Novgorod (left bank),wikibase-item
Q891,Nizhny Novgorod,P17,country,Russia,wikibase-item
Q891,Nizhny Novgorod,P31,instance of,administrative centre,wikibase-item
Q891,Nizhny Novgorod,P373,Commons category,Nizhny Novgorod,string
Q891,Nizhny Novgorod,P6,head of government,Vadim Bulavinov,wikibase-item
Q891,Nizhny Novgorod,P30,continent,Eurasia,wikibase-item
Q891,Nizhny Novgorod,P281,postal code,603000–603999,string
Q891,Nizhny Novgorod,P473,local dialing code,831,string
Q891,Nizhny Novgorod,P421,located in time zone,UTC+03:00,wikibase-item
Q891,Nizhny Novgorod,P150,contains the administrative territorial entity,"Avtozavodsky City District, District d'Avtozavodsky",wikibase-item
Q891,Nizhny Novgorod,P190,twinned administrative body,Essen,wikibase-item
Q891,Nizhny Novgorod,P47,shares border with,Nizhny Novgorod Oblast,wikibase-item
Q891,Nizhny Novgorod,P194,legislative body,Legislative Assembly of Nizhny Novgorod Region,wikibase-item
Q891,Nizhny Novgorod,P163,flag,flag of Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P237,coat of arms,coat of arms of Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P910,topic's main category,Category:Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P935,Commons gallery,Нижний Новгород,string
Q891,Nizhny Novgorod,P1464,category for people born here,Category:Births in Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P1465,category for people who died here,Category:Deaths in Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P1792,category of associated people,Category:People from Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P131,located in the administrative territorial entity,Nizhny Novgorod Oblast,wikibase-item
Q891,Nizhny Novgorod,P1376,capital of,Nizhny Novgorod Oblast,wikibase-item
Q891,Nizhny Novgorod,P706,located in/on physical feature,Volga Federal District,wikibase-item
Q891,Nizhny Novgorod,P138,named after,Maxim Gorky,wikibase-item
Q891,Nizhny Novgorod,P2044,elevation above sea level,200.0,quantity
Q891,Nizhny Novgorod,P1082,population,14400.0,quantity
Q891,Nizhny Novgorod,P2046,area,410.6,quantity
Q891,Nizhny Novgorod,P206,located in or next to body of water,Volga,wikibase-item
Q891,Nizhny Novgorod,P1343,described by source,Sytin Military Encyclopedia,wikibase-item
Q891,Nizhny Novgorod,P1791,category of people buried here,Q7977190,wikibase-item
Q891,Nizhny Novgorod,P37,official language,Russian,wikibase-item
Q891,Nizhny Novgorod,P7867,category for maps,Category:Maps of Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P1889,different from,Veliky Novgorod,wikibase-item
Q891,Nizhny Novgorod,P1313,office held by head of government,mayor,wikibase-item
Q891,Nizhny Novgorod,P8744,economy of topic,economy of Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P166,award received,Order of Lenin,wikibase-item
Q891,Nizhny Novgorod,P8989,category for the view of the item,Category:Views of Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P10280,category for honorary citizens of entity,Category:Honorary citizens of Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P793,significant event,nizhny800,wikibase-item
Q891,Nizhny Novgorod,P2184,history of topic,history of Nizhny Novgorod,wikibase-item
Q891,Nizhny Novgorod,P1151,topic's main Wikimedia portal,Q110879783,wikibase-item
Q891,Nizhny Novgorod,P417,patron saint,Yuri II of Vladimir,wikibase-item
Q891,Nizhny Novgorod,P8703,entry in abbreviations table,Н. Новгород,string
Q891,Nizhny Novgorod,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q891,Nizhny Novgorod,P395,licence plate code,52,string
Q898,Omsk,P206,located in or next to body of water,Om,wikibase-item
Q898,Omsk,P190,twinned administrative body,Pavlodar,wikibase-item
Q898,Omsk,P17,country,Russia,wikibase-item
Q898,Omsk,P31,instance of,administrative territorial entity of Russia,wikibase-item
Q898,Omsk,P373,Commons category,Omsk,string
Q898,Omsk,P131,located in the administrative territorial entity,Omsk Oblast,wikibase-item
Q898,Omsk,P910,topic's main category,Category:Omsk,wikibase-item
Q898,Omsk,P473,local dialing code,3812,string
Q898,Omsk,P6,head of government,Oksana Fadina,wikibase-item
Q898,Omsk,P163,flag,flag of Omsk,wikibase-item
Q898,Omsk,P1464,category for people born here,Category:Births in Omsk,wikibase-item
Q898,Omsk,P1465,category for people who died here,Category:Deaths in Omsk,wikibase-item
Q898,Omsk,P281,postal code,644000–644960,string
Q898,Omsk,P1792,category of associated people,Category:People from Omsk,wikibase-item
Q898,Omsk,P1376,capital of,Omsk Oblast,wikibase-item
Q898,Omsk,P935,Commons gallery,Омск,string
Q898,Omsk,P166,award received,Order of the Red Banner of Labour,wikibase-item
Q898,Omsk,P1082,population,1178079.0,quantity
Q898,Omsk,P2044,elevation above sea level,90.0,quantity
Q898,Omsk,P2046,area,572.9,quantity
Q898,Omsk,P421,located in time zone,UTC+06:00,wikibase-item
Q898,Omsk,P1791,category of people buried here,Q32213093,wikibase-item
Q898,Omsk,P1343,described by source,New Encyclopedic Dictionary,wikibase-item
Q898,Omsk,P7867,category for maps,Category:Maps of Omsk,wikibase-item
Q898,Omsk,P30,continent,Asia,wikibase-item
Q898,Omsk,P8744,economy of topic,economy of Omsk,wikibase-item
Q898,Omsk,P47,shares border with,Omsky District,wikibase-item
Q898,Omsk,P10280,category for honorary citizens of entity,Q7981324,wikibase-item
Q898,Omsk,P150,contains the administrative territorial entity,Kirovsky Administrative Okrug,wikibase-item
Q898,Omsk,P37,official language,Russian,wikibase-item
Q898,Omsk,P237,coat of arms,coat of arms of Omsk,wikibase-item
Q898,Omsk,P2184,history of topic,Q4204679,wikibase-item
Q898,Omsk,P1151,topic's main Wikimedia portal,Q110854411,wikibase-item
Q899,Suez Canal,P373,Commons category,Suez Canal,string
Q899,Suez Canal,P31,instance of,ship canal,wikibase-item
Q899,Suez Canal,P17,country,Egypt,wikibase-item
Q899,Suez Canal,P910,topic's main category,Category:Suez Canal,wikibase-item
Q899,Suez Canal,P935,Commons gallery,Suez Canal,string
Q899,Suez Canal,P559,terminus,Mediterranean Sea,wikibase-item
Q899,Suez Canal,P5008,on focus list of Wikimedia project,Wikipedia:List of articles all languages should have,wikibase-item
Q899,Suez Canal,P131,located in the administrative territorial entity,Suez Governorate,wikibase-item
Q899,Suez Canal,P137,operator,Suez Canal Authority,wikibase-item
Q899,Suez Canal,P84,architect,Ferdinand de Lesseps,wikibase-item
Q899,Suez Canal,P1343,described by source,Brockhaus and Efron Encyclopedic Dictionary,wikibase-item
Q899,Suez Canal,P1542,has effect,aleksandrinka,wikibase-item
Q899,Suez Canal,P1619,date of official opening,"November 17, 1869 at 12:00:00 AM CE UTC",time
Q899,Suez Canal,P2789,connects with,Red Sea,wikibase-item
Q899,Suez Canal,P2184,history of topic,Q1517501,wikibase-item
Q899,Suez Canal,P2043,length,193.3,quantity
Q899,Suez Canal,P793,significant event,construction,wikibase-item
Q899,Suez Canal,P706,located in/on physical feature,Isthmus of Suez,wikibase-item
Q899,Suez Canal,P138,named after,Suez,wikibase-item
Q899,Suez Canal,P1427,start point,Atlantic Ocean,wikibase-item
Q899,Suez Canal,P1444,destination point,Indian Ocean,wikibase-item
Q899,Suez Canal,P2044,elevation above sea level,0.0,quantity
Q899,Suez Canal,P1424,topic's main template,Template:Suez Canal,wikibase-item
Q899,Suez Canal,P155,follows,Canal of the Pharaohs,wikibase-item
Q899,Suez Canal,P176,manufacturer,Suez Canal Company,wikibase-item
Q907,Gordon Freeman,P1080,from narrative universe,Half-Life / Portal universe,wikibase-item
Q907,Gordon Freeman,P734,family name,Freeman,wikibase-item
Q907,Gordon Freeman,P607,conflict,Black Mesa Incident,wikibase-item
Q907,Gordon Freeman,P31,instance of,fictional human,wikibase-item
Q907,Gordon Freeman,P21,sex or gender,male,wikibase-item
Q907,Gordon Freeman,P735,given name,Gordon,wikibase-item
Q907,Gordon Freeman,P106,occupation,physicist,wikibase-item
Q907,Gordon Freeman,P1416,affiliation,University of Innsbruck,wikibase-item
Q907,Gordon Freeman,P7047,enemy,Combine,wikibase-item
Q907,Gordon Freeman,P170,creator,Gabe Newell,wikibase-item
Q907,Gordon Freeman,P5800,narrative role,protagonist,wikibase-item
Q907,Gordon Freeman,P2868,subject has role,player character,wikibase-item
Q907,Gordon Freeman,P1441,present in work,Half-Life,wikibase-item
Q907,Gordon Freeman,P9071,character type,silent character,wikibase-item
Q907,Gordon Freeman,P520,armament,Crowbar,wikibase-item
Q907,Gordon Freeman,P1412,"languages spoken, written or signed",English,wikibase-item
Q907,Gordon Freeman,P373,Commons category,Gordon Freeman,string
Q907,Gordon Freeman,P2283,uses,Hazardous Environment Suit,wikibase-item
Q907,Gordon Freeman,P1889,different from,Gordon Freeman,wikibase-item
Q912,Mali,P530,diplomatic relation,Germany,wikibase-item
Q912,Mali,P1906,office held by head of state,President of Mali,wikibase-item
Q912,Mali,P2258,mobile country code,610,string
Q912,Mali,P37,official language,Bambara,wikibase-item
Q912,Mali,P38,currency,West African CFA franc,wikibase-item
Q912,Mali,P1082,population,5098942.0,quantity
Q912,Mali,P6,head of government,Abdoulaye Idrissa Maïga,wikibase-item
Q912,Mali,P395,licence plate code,RMM,string
Q912,Mali,P5125,Wikimedia outline,outline of Mali,wikibase-item
Q912,Mali,P17,country,Mali,wikibase-item
Q912,Mali,P1740,category for films shot at this location,Category:Films shot in Mali,wikibase-item
Q912,Mali,P910,topic's main category,Category:Mali,wikibase-item
Q912,Mali,P935,Commons gallery,Mali,string
Q912,Mali,P1198,unemployment rate,8.0,quantity
Q912,Mali,P361,part of,West Africa,wikibase-item
Q912,Mali,P2979,maritime identification digits,649,string
Q912,Mali,P150,contains the administrative territorial entity,Kayes Region,wikibase-item
Q912,Mali,P610,highest point,Mount Hombori,wikibase-item
Q912,Mali,P78,top-level Internet domain,.ml,wikibase-item
Q912,Mali,P4841,total fertility rate,6.921,quantity
Q912,Mali,P421,located in time zone,UTC±00:00,wikibase-item
Q912,Mali,P373,Commons category,Mali,string
Q912,Mali,P2959,permanent duplicated item,Q42552498,wikibase-item
Q912,Mali,P138,named after,Mali Empire,wikibase-item
Q912,Mali,P474,country calling code,+223,string
Q912,Mali,P1365,replaces,Mali Federation,wikibase-item
Q912,Mali,P194,legislative body,National Assembly,wikibase-item
Q912,Mali,P2573,number of out-of-school children,1984207.0,quantity
Q912,Mali,P1464,category for people born here,Category:Births in Mali,wikibase-item
Q912,Mali,P2884,mains voltage,220.0,quantity
Q912,Mali,P2853,electrical plug type,Europlug,wikibase-item
Q912,Mali,P2046,area,1240192.0,quantity
Q912,Mali,P47,shares border with,Algeria,wikibase-item
Q912,Mali,P30,continent,Africa,wikibase-item
Q912,Mali,P1465,category for people who died here,Category:Deaths in Mali,wikibase-item
Q912,Mali,P36,capital,Bamako,wikibase-item
Q912,Mali,P31,instance of,sovereign state,wikibase-item
Q912,Mali,P2184,history of topic,history of Mali,wikibase-item
Q912,Mali,P85,anthem,Pour l'Afrique et pour toi,wikibase-item
Q912,Mali,P1589,lowest point,Senegal River,wikibase-item
Q912,Mali,P237,coat of arms,Coat of Arms of Mali,wikibase-item
Q912,Mali,P1792,category of associated people,Category:Malian people,wikibase-item
Q912,Mali,P163,flag,flag of Mali,wikibase-item
Q912,Mali,P1313,office held by head of government,Prime Minister of Mali,wikibase-item
Q912,Mali,P1622,driving side,right,wikibase-item
Q912,Mali,P487,Unicode character,🇲🇱,string
Q912,Mali,P1151,topic's main Wikimedia portal,Portal:Mali,wikibase-item
Q912,Mali,P2250,life expectancy,47.515,quantity
Q912,Mali,P1552,has characteristic,partly free country,wikibase-item
Q912,Mali,P2633,geography of topic,geography of Mali,wikibase-item
Q912,Mali,P3000,marriageable age,18.0,quantity
Q912,Mali,P35,head of state,Ibrahim Boubacar Keïta,wikibase-item
Q912,Mali,P2852,emergency phone number,112,wikibase-item
Q912,Mali,P2936,language used,Maasina Fulfulde,wikibase-item
Q912,Mali,P6897,literacy rate,33.1,quantity
Q912,Mali,P2596,culture,culture of Mali,wikibase-item
Q912,Mali,P7867,category for maps,Category:Maps of Mali,wikibase-item
Q912,Mali,P2855,VAT rate,18.0,quantity
Q912,Mali,P8477,BTI Status Index,6.1,quantity
Q912,Mali,P8476,BTI Governance Index,6.43,quantity
Q912,Mali,P8744,economy of topic,economy of Mali,wikibase-item
Q912,Mali,P9241,demographics of topic,demographics of Mali,wikibase-item
Q912,Mali,P1889,different from,Mali,wikibase-item
Q912,Mali,P9929,madhhab,Malikism,wikibase-item
Q912,Mali,P8328,Democracy Index,3.93,quantity
Q912,Mali,P832,public holiday,Mali Independence Day,wikibase-item
Q912,Mali,P1081,Human Development Index,0.237,quantity
Q912,Mali,P1304,central bank,Central Bank of West African States,wikibase-item
Q912,Mali,P2572,hashtag,Mali,string
Q912,Mali,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q912,Mali,P11547,Happy Planet Index score,39.3,quantity
Q912,Mali,P1125,Gini coefficient,36.1,quantity
Q912,Mali,P11593,Inequality-adjusted Human Development Index,0.272,quantity
Q912,Mali,P2131,nominal GDP,19309463506.0,quantity
Q916,Angola,P1082,population,4965988.0,quantity
Q916,Angola,P1151,topic's main Wikimedia portal,Portal:Angola,wikibase-item
Q916,Angola,P5125,Wikimedia outline,outline of Angola,wikibase-item
Q916,Angola,P38,currency,kwanza,wikibase-item
Q916,Angola,P487,Unicode character,🇦🇴,string
Q916,Angola,P1792,category of associated people,Category:Angolan people,wikibase-item
Q916,Angola,P2852,emergency phone number,113,wikibase-item
Q916,Angola,P2853,electrical plug type,Europlug,wikibase-item
Q916,Angola,P172,ethnic group,Ovimbundu people,wikibase-item
Q916,Angola,P2633,geography of topic,geography of Angola,wikibase-item
Q916,Angola,P1313,office held by head of government,President of Angola,wikibase-item
Q916,Angola,P17,country,Angola,wikibase-item
Q916,Angola,P2959,permanent duplicated item,Q27062317,wikibase-item
Q916,Angola,P1552,has characteristic,not-free country,wikibase-item
Q916,Angola,P2573,number of out-of-school children,2088363.0,quantity
Q916,Angola,P530,diplomatic relation,Brazil,wikibase-item
Q916,Angola,P35,head of state,João Lourenço,wikibase-item
Q916,Angola,P935,Commons gallery,Angola,string
Q916,Angola,P194,legislative body,National Assembly,wikibase-item
Q916,Angola,P2184,history of topic,history of Angola,wikibase-item
Q916,Angola,P37,official language,Portuguese,wikibase-item
Q916,Angola,P30,continent,Africa,wikibase-item
Q916,Angola,P36,capital,Luanda,wikibase-item
Q916,Angola,P237,coat of arms,Emblem of Angola,wikibase-item
Q916,Angola,P3000,marriageable age,18.0,quantity
Q916,Angola,P5008,on focus list of Wikimedia project,WikiProject Zika Corpus,wikibase-item
Q916,Angola,P2258,mobile country code,631,string
Q916,Angola,P4841,total fertility rate,6.943,quantity
Q916,Angola,P2979,maritime identification digits,603,string
Q916,Angola,P910,topic's main category,Category:Angola,wikibase-item
Q916,Angola,P1304,central bank,National Bank of Angola,wikibase-item
Q916,Angola,P1791,category of people buried here,Q32932558,wikibase-item
Q916,Angola,P2997,age of majority,18.0,quantity
Q916,Angola,P1198,unemployment rate,7.0,quantity
Q916,Angola,P1740,category for films shot at this location,Category:Films shot in Angola,wikibase-item
Q916,Angola,P2884,mains voltage,220.0,quantity
Q916,Angola,P421,located in time zone,UTC+01:00,wikibase-item
Q916,Angola,P1465,category for people who died here,Category:Deaths in Angola,wikibase-item
Q916,Angola,P85,anthem,Angola Avante,wikibase-item
Q916,Angola,P1906,office held by head of state,President of Angola,wikibase-item
Q916,Angola,P2250,life expectancy,46.105,quantity
Q916,Angola,P373,Commons category,Angola,string
Q916,Angola,P78,top-level Internet domain,.ao,wikibase-item
Q916,Angola,P2046,area,1246700.0,quantity
Q916,Angola,P47,shares border with,Namibia,wikibase-item
Q916,Angola,P31,instance of,sovereign state,wikibase-item
Q916,Angola,P610,highest point,Mount Moco,wikibase-item
Q916,Angola,P1464,category for people born here,Q8043488,wikibase-item
Q916,Angola,P1622,driving side,right,wikibase-item
Q916,Angola,P6,head of government,João Lourenço,wikibase-item
Q916,Angola,P1589,lowest point,Atlantic Ocean,wikibase-item
Q916,Angola,P150,contains the administrative territorial entity,Bengo Province,wikibase-item
Q916,Angola,P474,country calling code,+244,string
Q916,Angola,P163,flag,flag of Angola,wikibase-item
Q916,Angola,P1343,described by source,Armenian Soviet Encyclopedia,wikibase-item
Q916,Angola,P6591,maximum temperature record,43.5,quantity
Q916,Angola,P361,part of,Middle Africa,wikibase-item
Q916,Angola,P2936,language used,Yauma,wikibase-item
Q916,Angola,P6897,literacy rate,66.0,quantity
Q916,Angola,P3864,suicide rate,4.7,quantity
Q916,Angola,P2596,culture,culture of Angola,wikibase-item
Q916,Angola,P1344,participant in,Kivu conflict,wikibase-item
Q916,Angola,P7867,category for maps,Category:Maps of Angola,wikibase-item
Q916,Angola,P1365,replaces,People's Republic of Angola,wikibase-item
Q916,Angola,P8477,BTI Status Index,3.41,quantity
Q916,Angola,P8476,BTI Governance Index,3.56,quantity
Q916,Angola,P8744,economy of topic,economy of Angola,wikibase-item
Q916,Angola,P1546,motto,Q102185417,wikibase-item
Q916,Angola,P9241,demographics of topic,demographics of Angola,wikibase-item
Q916,Angola,P206,located in or next to body of water,Atlantic Ocean,wikibase-item
Q916,Angola,P1889,different from,Angola,wikibase-item
Q916,Angola,P8328,Democracy Index,3.66,quantity
Q916,Angola,P1081,Human Development Index,0.364,quantity
Q916,Angola,P2572,hashtag,Angola,string
Q916,Angola,P1125,Gini coefficient,51.3,quantity
Q916,Angola,P2579,studied by,Angolan studies,wikibase-item
Q916,Angola,P122,basic form of government,republic,wikibase-item
Q916,Angola,P11593,Inequality-adjusted Human Development Index,0.395,quantity
Q916,Angola,P2131,nominal GDP,65685435100.0,quantity
Q946,Donald Tusk,P166,award received,Charlemagne Prize,wikibase-item
Q946,Donald Tusk,P910,topic's main category,Category:Donald Tusk,wikibase-item
Q946,Donald Tusk,P39,position held,Prime Minister of Poland,wikibase-item
Q946,Donald Tusk,P373,Commons category,Donald Tusk,string
Q946,Donald Tusk,P102,member of political party,Civic Platform,wikibase-item
Q946,Donald Tusk,P31,instance of,human,wikibase-item
Q946,Donald Tusk,P935,Commons gallery,Donald Tusk,string
Q946,Donald Tusk,P106,occupation,politician,wikibase-item
Q946,Donald Tusk,P1343,described by source,Lentapedia,wikibase-item
Q946,Donald Tusk,P735,given name,Donald,wikibase-item
Q946,Donald Tusk,P1412,"languages spoken, written or signed",Polish,wikibase-item
Q946,Donald Tusk,P937,work location,Warsaw,wikibase-item
Q946,Donald Tusk,P21,sex or gender,male,wikibase-item
Q946,Donald Tusk,P1971,number of children,2.0,quantity
Q946,Donald Tusk,P734,family name,Tusk,wikibase-item
Q946,Donald Tusk,P3602,candidacy in election,2005 Polish presidential election,wikibase-item
Q946,Donald Tusk,P8687,social media followers,1231360.0,quantity
Q946,Donald Tusk,P172,ethnic group,Kashubians,wikibase-item
Q946,Donald Tusk,P1344,participant in,World Economic Forum Annual Meeting 2013,wikibase-item
Q952,Reggiolo,P373,Commons category,Reggiolo,string
Q952,Reggiolo,P131,located in the administrative territorial entity,Province of Reggio Emilia,wikibase-item
Q952,Reggiolo,P281,postal code,42046,string
Q952,Reggiolo,P47,shares border with,Campagnola Emilia,wikibase-item
Q952,Reggiolo,P473,local dialing code,0522,string
Q952,Reggiolo,P421,located in time zone,UTC+01:00,wikibase-item
Q952,Reggiolo,P17,country,Italy,wikibase-item
Q952,Reggiolo,P31,instance of,commune of Italy,wikibase-item
Q952,Reggiolo,P190,twinned administrative body,Niardo,wikibase-item
Q952,Reggiolo,P1464,category for people born here,Q9226685,wikibase-item
Q952,Reggiolo,P1465,category for people who died here,Category:Deaths in Reggiolo,wikibase-item
Q952,Reggiolo,P910,topic's main category,Category:Reggiolo,wikibase-item
Q952,Reggiolo,P2044,elevation above sea level,20.0,quantity
